,alpha001,alpha002,alpha003,alpha008,alpha011,alpha013,alpha014,alpha015,alpha018,alpha021,alpha023,alpha027,alpha045,alpha048,alpha049,alpha050,alpha051,alpha052,alpha053,alpha054,alpha055,alpha056,alpha068,alpha070,alpha071,alpha073,alpha075,alpha076,alpha077,alpha078,alpha079,alpha080,alpha081,alpha085,alpha086,alpha087,alpha096,alpha098,alpha100,alpha103,alpha108,alpha109,alpha110,alpha111,alpha113,alpha116,alpha120,alpha122,alpha124,alpha142,alpha144,alpha146,alpha147,alpha148,alpha160,alpha161,alpha162,alpha163,alpha164,alpha165,alpha166,alpha167,alpha168,alpha169,alpha170,alpha173,alpha174,alpha175,alpha176,alpha178,alpha183,alpha187
alpha079,0.33231270138895347,-0.08268408228824072,-0.0367600406441102,0.010525906792907493,-0.04572569540748239,-0.37130324440353785,-0.0026794157168588996,0.16968820368708765,0.3972217483886071,0.5596165932139899,0.4727867464706595,-0.1626243067274681,-0.06572101168807835,0.7049894753882713,0.7220028448630599,0.7239082613683724,0.7393951219398196,0.3972217483886071,0.38501764863055404,0.41421090427033663,0.4073371535832119,0.42704873427623685,-0.10022836311500025,-0.052229887683603114,-0.04236006403485333,0.5596165932139899,0.4727867464706595,-0.2890633265805736,-0.2907126779165971,-0.2953839198410049,1.0,0.9955629194611127,0.980508814084032,-0.12833710915503282,-0.011799583778341498,0.15179907020013042,0.5020232624281312,-0.3683052468600375,-0.35257151679771265,0.3903552410624654,-0.2918595275266887,-0.03961111655764252,0.3129811264978605,-0.01831937155777652,0.036765025329850744,0.43999648712646905,0.022146572118114514,0.0002769837556392041,0.04825962763409394,0.38900767997603447,0.6235217780385043,0.24526774131753815,-0.031707866113840695,0.5077404712018911,0.24470444025720262,-0.5632922996032783,0.3773331401524917,-0.5282706317306721,0.2429023418425987,-0.4778637248673571,0.28377598973820295,-0.5595697715815345,0.28424751151498956,-0.2927976502478293,0.2565436183654511,0.28903769434077614,-0.3536497701119978,-0.45410405432510353,0.27075950133537574,0.08297741469097521,0.03521383958105766,0.07704756156134279
alpha080,0.29859324784499514,-0.08815969001969846,-0.006970485290554922,-0.023689231568640362,-0.017405232910670462,-0.3891930912063749,0.027243946413890822,0.16217272599819407,0.37158561977233084,0.5422356641840472,0.45178183542948425,-0.16304890415814,-0.06313122917247714,0.6841343632488982,0.6945755254744381,0.6936927957954251,0.7076911957664439,0.37158561977233084,0.35455235911262967,0.37814653964179057,0.36670151688117014,0.38173997875237586,-0.12192722831772813,-0.07936861020418248,-0.07055604194889023,0.5422356641840472,0.45178183542948425,-0.3025117994888208,-0.30324261397873187,-0.3072885285556157,0.9955629194611127,1.0,0.9937798344007828,-0.17080058647917393,-0.07191830486762371,0.08309166825444111,0.46787856383465065,-0.38771200539957323,-0.3689462292034888,0.40563596612022573,-0.2872205194522299,-0.008647395409357892,0.28343932951050593,-0.0016569515739529048,0.026864693026655225,0.41810965918513904,0.009176039333131988,-0.011106214877373254,0.041610838011033456,0.3589501936461191,0.6023431872100926,0.2268107949008556,-0.05192504342166418,0.48261028502839254,0.23101849982727501,-0.5391339622333948,0.3691440162880751,-0.5138452355726845,0.23682487057708318,-0.4587037044356358,0.27739256258208217,-0.5378806578150132,0.2646220761063368,-0.2735327172407865,0.2430548795158842,0.3037080706345383,-0.34461584805770307,-0.4277269731216111,0.27828859169584996,0.08600933507901637,0.01594555785099015,0.07321504912221144
alpha081,0.26999113663733953,-0.09498577688468911,0.019930766812884894,-0.05033984425630401,0.0016112839033822787,-0.4191360778643377,0.05203262797271032,0.15212560154822788,0.33398648170369927,0.5142829009147913,0.43083047040405775,-0.15788121998191415,-0.05606083164489718,0.6636661846442029,0.6670743041313596,0.6625010645189037,0.6740284096618442,0.33398648170369927,0.3171898256801735,0.33668712639242887,0.31881770507923834,0.3311763769559712,-0.1331064719218942,-0.09754690362704682,-0.09167267977378427,0.5142829009147913,0.43083047040405775,-0.3312905625775623,-0.33063901163113457,-0.33327134384919005,0.980508814084032,0.9937798344007828,1.0,-0.19572607543495488,-0.12015261168813718,0.014752824611527727,0.4130246142417326,-0.41897334509696643,-0.39719111127035,0.43194994418781424,-0.2707371519750318,0.009021082456933187,0.2566439626078352,0.011342218558919002,0.01408230055815373,0.3986280659581061,0.001251816818450248,-0.021025648433169473,0.04306544681417135,0.3240053818053286,0.5694497093771859,0.2057217742102909,-0.06334223612831388,0.4504108840963966,0.21715694204289326,-0.5076640324590467,0.35444139546017817,-0.4899498484239701,0.22724796161633573,-0.4308989155765655,0.2676089046282296,-0.5085925847988924,0.2447542325401578,-0.2520572491046977,0.22834097331249809,0.33426440440092403,-0.31288787242091487,-0.37623149614022927,0.28098635716032055,0.09021712191402659,0.000852208494297733,0.06946323574781663
alpha085,0.26114405386291617,0.07079020371685155,-0.3023785970879934,0.38542291212220803,-0.4124060480609066,0.06023512804525931,-0.36182929966277333,-0.1806434571170701,0.3254762039373237,-0.0807491258007161,0.08090581036437039,0.2991776771679532,0.04118810246106874,0.27466425767252906,0.25154220219038725,0.2617155202219773,0.2373947200063714,0.3254762039373237,0.41420316297835197,0.4244387994654246,0.4332018773135185,0.44039570248559134,0.455440330842644,0.4153918326486307,0.39883734824513206,-0.0807491258007161,0.08090581036437039,-0.0831884929406971,-0.08396123708808408,-0.08023415997277848,-0.12833710915503282,-0.17080058647917393,-0.19572607543495488,1.0,0.9362991393717358,0.8011626036920478,0.04924243269892002,0.0801888536719359,0.040590737403216226,-0.04809162028279388,0.14000033448372423,-0.45630571013758303,0.25516844917789266,-0.0322396400630086,-0.04205131870229118,0.11588348200455464,0.5061799111500939,0.30524922488769246,0.20044535049268752,0.19245018035936112,-0.01066836120417303,0.12780934295940516,0.3438948381514916,0.09417111800016917,0.09611897158690419,-0.11295590147352089,-0.05593562247289035,0.01836247738704598,-0.022002462618188636,-0.032589650322918794,-0.049642566532706996,-0.042569483331245175,-0.01059463511904085,-0.06101767883479573,-0.0743350094211985,0.08307043935579464,0.19843882503347163,0.14012002082406208,-0.28154575241634444,-0.07288525978738608,0.2563351384752554,0.1088523912593496
alpha086,0.3922761415624532,0.055903515777128696,-0.4047993284575013,0.4648932248037627,-0.49824495048440115,0.05769345131332115,-0.4485021082622178,-0.10796332709915914,0.31734109596136945,0.06069712914551531,0.2016542588677023,0.21909160750891457,0.009294334240376678,0.3473765236232959,0.3585196793087579,0.38236645457761237,0.3729942498060605,0.31734109596136945,0.39493299732517473,0.4314959660629179,0.4695200432648107,0.5098519701690358,0.48429290176177414,0.47576951557352665,0.46883311129992405,0.06069712914551531,0.2016542588677023,-0.06314367431208504,-0.07080948354280182,-0.07300228618280022,-0.011799583778341498,-0.07191830486762371,-0.12015261168813718,0.9362991393717358,1.0,0.9467591330870623,0.1466594433233778,0.07773241993939974,0.038901563207360455,-0.039177329831154156,0.13598270706203908,-0.4672118760931988,0.38258216765737074,-0.08137430932014898,-0.003957245151248247,0.22919966817021029,0.4306722554894137,0.28773740229526257,0.2014920288078161,0.319774764915838,0.13711015024946752,0.21958941146057387,0.374040104769879,0.2388185909957871,0.1959469502742278,-0.21492433363396185,0.053414002256095154,-0.09352498762466159,0.06795291566324585,-0.12121029831063804,0.047764843615786076,-0.14605709286680363,0.09861065699640782,-0.1612881829219311,0.02254845373071327,0.05198574637563215,0.1406371453616491,0.027656624811504306,-0.24355408161699946,-0.04079424573998263,0.29841936408774156,0.11365991365383689
alpha087,0.4650624140103938,0.055710200387341015,-0.4275473795036407,0.46403219069160495,-0.4976362658541108,0.04179668599432318,-0.4530138828509666,-0.03825527706888307,0.35384683102523856,0.19679575642677347,0.2976089892747532,0.1484415575648565,-0.012819717223240547,0.41983001069393666,0.4482924140118009,0.4820341556536748,0.4840847472190226,0.35384683102523856,0.415481886911694,0.45580362533794616,0.5101149658811724,0.5593728849702407,0.4365424434700697,0.4506211999529479,0.45569879853710993,0.19679575642677347,0.2976089892747532,-0.037572365018949706,-0.05014218204960356,-0.058575044072280855,0.15179907020013042,0.08309166825444111,0.014752824611527727,0.8011626036920478,0.9467591330870623,1.0,0.2791281421392886,0.0608234149090549,0.025420988293357368,-0.016576418909722,0.08725940048622421,-0.43757418171785695,0.4533615800137835,-0.09684165475632342,0.025931505175303217,0.32036296688572485,0.36423117930106386,0.2681160782931174,0.1735584690050137,0.4093179844326771,0.2860049614118102,0.28251424305149325,0.3455273007454179,0.3589923000345942,0.2566257123733769,-0.323014487010594,0.14697499529907468,-0.20683868332364858,0.12874726454191127,-0.21890099991756312,0.12772235231298412,-0.2612628778400935,0.18714291974033317,-0.24358752999469124,0.10546997765108493,0.019121206898565814,0.03143004803849123,-0.1238168905830591,-0.18689300612277762,-0.030131164184301285,0.30475775457709936,0.11734461299077852
alpha096,0.13389896240838645,-0.014479754760323676,-0.09227920254768747,0.13142053093332154,0.06684615264350191,0.29471677286415776,-0.09057768092514835,0.06730625936110027,0.7494306198297974,0.30997339712065813,0.16836447206907265,-0.06762568690833137,-0.03864065276630287,0.4085291124615972,0.4749784175042983,0.4651552257370191,0.48194672787134524,0.7494306198297974,0.7245768948403037,0.7273078140951665,0.7411362610680804,0.7472902892160408,-0.06381083983556253,0.031035475243903318,0.04127542063379222,0.30997339712065813,0.16836447206907265,0.5704995013341071,0.5718573304253395,0.5691748449150208,0.5020232624281312,0.46787856383465065,0.4130246142417326,0.04924243269892002,0.1466594433233778,0.2791281421392886,1.0,0.31620541342693326,0.28442737131965024,-0.2245260566141601,-0.3846367546753938,-0.0904589847603678,0.14747407060037251,-0.049766841157690415,0.10123637391865072,0.24911135828946404,0.1043460989864628,0.06216746336521334,0.06011826887997532,0.34522173723462174,0.5001337802894122,0.08731823446631204,0.0011193352853224297,0.3597235128947701,-0.007251072305179046,-0.3681591773631444,0.08788191487647315,-0.2849894462698914,0.007624086651127036,-0.28608744071231645,0.0074679081207834315,-0.3238728922890666,0.1532289163858313,-0.15822890956864044,0.124921485861668,-0.5611922476301295,-0.8968069728896632,-0.9583201068383485,0.1836255810626628,-0.001468360326218029,0.05711217051525083,0.06197798268105522
alpha098,-0.12851032657550884,0.07482618417597353,-0.23328131867819338,0.24402866400965423,-0.04340787320781201,0.9902452501782903,-0.2360800246964955,-0.10292157232071658,0.11661984274038052,-0.16821007171755994,-0.19180502698162633,0.10250226458349518,0.03338736009115893,-0.17493200152550326,-0.1448146809007537,-0.13673784275969983,-0.14005464887547173,0.11661984274038052,0.13723629811499596,0.1097676378047833,0.13582659994178986,0.1468373987736896,0.19850988386209178,0.22707595366673042,0.2340468534908947,-0.16821007171755994,-0.19180502698162633,0.6359410731994933,0.6258504384182322,0.6112095449455114,-0.3683052468600375,-0.38771200539957323,-0.41897334509696643,0.0801888536719359,0.07773241993939974,0.0608234149090549,0.31620541342693326,1.0,0.9627565291129597,-0.9661961604694342,0.05354157961339462,-0.038708180377878904,-0.05206664179449394,-0.004827824274580506,0.07456991749926892,-0.19978421362517584,-0.002482444137793194,0.09894127001280507,0.07697029724380024,-0.03344070648808698,-0.08660833001528473,-0.10648410698472643,0.16989807882832475,-0.09192966412517838,-0.09387382773090419,0.12322790735015889,-0.13810615948589605,0.15037089262529454,-0.09541403050572965,0.13772224024519225,-0.1152412877017965,0.14852693089667535,-0.11115204192171926,0.10299160055284827,-0.08815449852990556,-0.6490132496677393,-0.35751739230784796,-0.3384400706920371,-0.158433858234994,-0.07453340695847023,0.08762183127424922,0.04340820379202661
alpha100,-0.17333456632539676,0.031805491924747416,-0.15026685546669924,0.16996468613967738,-0.0059441322088482455,0.9889566273159625,-0.1504732036167024,-0.04296773753356789,0.09098294401447239,-0.19329765056717596,-0.2320781228728932,0.013030435265015721,0.016939052569426502,-0.22904122175056826,-0.1889322382336075,-0.17981247173903256,-0.17840511494729602,0.09098294401447239,0.1079302587713113,0.09175388105438718,0.11402252435303074,0.12457107643839986,0.09741701590420199,0.1351877642165405,0.14498593914886573,-0.19329765056717596,-0.2320781228728932,0.6015016653735251,0.5929739208365661,0.5796587827454566,-0.35257151679771265,-0.3689462292034888,-0.39719111127035,0.040590737403216226,0.038901563207360455,0.025420988293357368,0.28442737131965024,0.9627565291129597,1.0,-0.9935109445833177,0.009763511344563672,0.004912085374907286,-0.09224465662726462,0.0005114571236549268,0.0976462246781782,-0.2451473557562501,-0.04196366085413169,0.0043205509405565955,0.06799331532796028,-0.08226838129162609,-0.13376689307988293,-0.15553829594653906,0.0898036569435863,-0.14684194215989926,-0.12295171655312445,0.14369392620773305,-0.15309184748503174,0.16294638407472153,-0.10261203400447003,0.13437036485867768,-0.1309335613079603,0.16119702718050305,-0.12331349452045577,0.12344126014056638,-0.09969766109427461,-0.6120817569975588,-0.340390698919948,-0.3137928785052071,-0.045776344776206304,-0.03776534242382227,0.07947069331789844,0.050054962787397614
alpha103,0.18176852063506382,-0.06437241036197855,0.16102771206026661,-0.16721355390757203,0.02331830861233524,-0.9894097751641706,0.15649353866351914,0.05253311019449411,-0.05574358007615419,0.2105806543979657,0.247448934197633,-0.05028761018966281,-0.01921977707388794,0.23748263916625925,0.20714334195026626,0.19797050948911538,0.20050134557703825,-0.05574358007615419,-0.0753445949322151,-0.05202603948081683,-0.07412390677328104,-0.08522989591038481,-0.12155364658582735,-0.1481160096824442,-0.15569686177419795,0.2105806543979657,0.247448934197633,-0.5637272724030391,-0.554959239506653,-0.5416058052921394,0.3903552410624654,0.40563596612022573,0.43194994418781424,-0.04809162028279388,-0.039177329831154156,-0.016576418909722,-0.2245260566141601,-0.9661961604694342,-0.9935109445833177,1.0,-0.02837034951608313,-0.008107103948045456,0.10325041032295275,-0.0062241070592347686,-0.08854687423555033,0.27005878443926984,0.042926712355212636,-0.029896547458678802,-0.04600982338443092,0.10556396542993046,0.17136430070274936,0.15872276302788746,-0.09922761505626763,0.1710256692103328,0.12032155972336142,-0.1590693143047462,0.15746886239208632,-0.17379028437620064,0.10647438724518768,-0.15059679936170817,0.1317213815369732,-0.17237963772542997,0.13222894985583347,-0.13341251115394157,0.10891101292380086,0.5751350262329255,0.28062800143841726,0.25367080861705743,0.10047494946727112,0.06855005145907532,-0.07793905196486632,-0.03956695053096161
alpha108,0.16061052586064156,0.033765117080650456,-0.35832900142625485,0.3107520800867711,-0.3130995152694958,0.03544350505817964,-0.3633253040039181,-0.09602101339478199,-0.4000510754546973,0.08616880729716843,0.23600625883533663,0.12511720185737027,0.05543025891950446,-0.1086115786389381,-0.12047241721366467,-0.08868638679352328,-0.08726017581163424,-0.4000510754546973,-0.3895511917974228,-0.34269503914304683,-0.33109840806942326,-0.28208515325662525,0.39665642804634116,0.36784522260729563,0.37857764803659566,0.08616880729716843,0.23600625883533663,-0.0939754338320768,-0.113515033971997,-0.1277697582964619,-0.2918595275266887,-0.2872205194522299,-0.2707371519750318,0.14000033448372423,0.13598270706203908,0.08725940048622421,-0.3846367546753938,0.05354157961339462,0.009763511344563672,-0.02837034951608313,1.0,-0.24830853978074785,0.2704703207532472,0.0620473465134511,-0.08071051821718707,0.32219113513180153,0.045249455020095586,0.15220832474810775,0.09184674422172356,0.07429807740430497,0.018372342854836212,0.04089270665218055,0.2633881699928857,0.05600081371822717,0.27713215437357896,0.11015992716036274,0.22474894769468137,-0.020661529974532824,0.15991398697131717,0.15481719278015585,0.25662371974727943,0.0675777440464137,0.06211282550394147,-0.07765801297733295,0.13768450153650724,0.057409441142126455,0.39096078057966127,0.3908244580717409,-0.29491343183747903,-0.008179211032273885,0.15839795079461538,0.07412366578609342
alpha109,-0.2599878301798545,0.033092026745470106,0.319361361461523,-0.41245620049557663,0.33752240584595317,-0.017563961000457658,0.38092029349233036,0.06502397267846119,-0.01805330433302727,-0.08410217469830339,-0.224914422611214,-0.09588071039738612,-0.05156360670728924,-0.2655878468026697,-0.31778544949492066,-0.3250847210420512,-0.3214223759301412,-0.01805330433302727,-0.16913692199346508,-0.2678427089187139,-0.32097471653149945,-0.34750575316452426,-0.36947940764223003,-0.4086887599817804,-0.39244686221296027,-0.08410217469830339,-0.224914422611214,0.036372776195512165,0.04217703600430696,0.04494818024083061,-0.03961111655764252,-0.008647395409357892,0.009021082456933187,-0.45630571013758303,-0.4672118760931988,-0.43757418171785695,-0.0904589847603678,-0.038708180377878904,0.004912085374907286,-0.008107103948045456,-0.24830853978074785,1.0,-0.27671678921499965,-0.02810039075530795,0.06418625731344811,-0.27885126080042566,-0.1741553860170023,-0.09906326909448626,-0.12498231677535271,-0.20866301253603242,-0.11383029926372215,-0.0666748139654996,-0.3466742422797883,-0.1459582335418195,-0.10648293151267918,0.14123576839977414,-0.04900018830940004,0.09628622396343078,-0.021306140512726165,0.08102076856635908,-0.08260378478684816,0.14131697815522218,-0.12144259523479008,0.08542394273543044,-0.09266694265562142,-0.026685238070797875,-0.06726422175552045,-0.022418585837329988,0.1414014538441018,-0.03809004233103405,-0.2102105833286313,-0.11082433494115097
alpha110,0.7938347323541675,-0.030329433649094368,-0.6173480034461722,0.6067181942314831,-0.5513056360936616,-0.07755200684285471,-0.5933775594717046,0.05788985874333422,0.04945648044407997,0.5082798244243821,0.7469993821848702,-0.02170016940570221,-0.030348336619550213,0.4370189426217524,0.49214119518989824,0.5803095995976955,0.6060794443370279,0.04945648044407997,0.059454667756884565,0.11427664377844463,0.15533278195747852,0.2303031286250009,0.49132429855604287,0.5295653284688708,0.5751284100931003,0.5082798244243821,0.7469993821848702,-0.11851475005163067,-0.13783754299641096,-0.152956457586018,0.3129811264978605,0.28343932951050593,0.2566439626078352,0.25516844917789266,0.38258216765737074,0.4533615800137835,0.14747407060037251,-0.05206664179449394,-0.09224465662726462,0.10325041032295275,0.2704703207532472,-0.27671678921499965,1.0,0.007139936530157745,-0.026383718088893393,0.7746570702374324,0.11592660055906044,0.13056801508987176,0.15995297570371195,0.649055470023599,0.560927025772655,0.43918788955764665,0.3633524765067584,0.6486029846748828,0.5334531572827818,-0.4720750043597755,0.4439713733396422,-0.4287308048665195,0.3850452283514023,-0.34267314794515624,0.4591585395698136,-0.41872410714923847,0.42714952842637266,-0.46342269613341547,0.344713569840426,0.08572398099488523,0.007750043946568147,-0.07744367478152471,-0.10176020625387461,0.0930591108164006,0.49764002652429007,0.17582828449723512
alpha111,-0.1276469823977799,0.021249773634345166,0.08536822636846361,-0.04008577186870717,0.12407245888453083,-0.004603234725589303,0.056094683876232426,-0.1773932061253868,-0.06966707822643584,0.03050814434861987,-0.018927488865234356,0.16413031390318958,0.03821773956806101,0.014577610822646463,-0.012527810739672202,-0.02337810606623788,-0.05718632520455658,-0.06966707822643584,-0.0773129455259618,-0.05764712137435792,-0.07230121848698577,-0.08405974007004172,-0.0019522201585016948,-0.023028546425448337,-0.027932620658911233,0.03050814434861987,-0.018927488865234356,-0.02898645646643524,-0.026699758785644907,-0.026122738190388295,-0.01831937155777652,-0.0016569515739529048,0.011342218558919002,-0.0322396400630086,-0.08137430932014898,-0.09684165475632342,-0.049766841157690415,-0.004827824274580506,0.0005114571236549268,-0.0062241070592347686,0.0620473465134511,-0.02810039075530795,0.007139936530157745,1.0,-0.5749331206826088,0.0033456102793521184,0.013801683809469877,0.06955958955083232,0.05316571110403451,-0.23984685684776774,-0.08071552370701267,-0.12943157641499028,0.09706420279152822,-0.12720324380519593,-0.04673565049440621,0.021031778253682683,-0.025267337276080267,0.012998970766676813,-0.008062843766740699,-0.029615074938289822,-0.004708030596633216,-0.01899980857713771,-0.07193461510725281,0.01753683759535853,-0.07685301725742363,0.03216884585248192,0.007341270363523488,0.04334904133762949,-0.0830251336546492,-0.0779729986589378,-0.001812646920779266,-0.07019644232892436
alpha113,0.0581639394497794,-0.08362119963886686,-0.02238803325200554,-0.011201310416996993,-0.020085834279661242,0.08451583700414654,0.0015119118203684998,0.15845810320144987,0.10077734890054686,-0.05182301513330982,-0.035390919165348186,-0.21453948948290305,-0.0010761987908165752,-0.0473982599080154,-0.01738922482534409,-0.002989887273059543,0.03247087749452918,0.10077734890054686,0.0936130431547282,0.08355531571036508,0.07273816997370407,0.09110677336125442,-0.0732985925239224,-0.052271625126163866,-0.04075408911984144,-0.05182301513330982,-0.035390919165348186,0.09017552555263658,0.0912513386707096,0.09282482770662664,0.036765025329850744,0.026864693026655225,0.01408230055815373,-0.04205131870229118,-0.003957245151248247,0.025931505175303217,0.10123637391865072,0.07456991749926892,0.0976462246781782,-0.08854687423555033,-0.08071051821718707,0.06418625731344811,-0.026383718088893393,-0.5749331206826088,1.0,-0.0206978339782913,-0.057311262037574716,-0.07696415091632844,-0.04155073599456253,0.1375022467857449,-0.0003582225943527686,-0.0637523035202355,-0.10283435354971807,0.0007344301337047684,-0.027609678181205695,-0.00932085416590237,0.008326180983650363,-0.012638159969663595,-0.05856156120159824,0.009176345142156572,-0.032099222322171946,-0.011502775249931358,-0.007925047068150094,0.021987417785394897,0.040342258578687715,-0.08785388688965355,-0.09852891155753778,-0.12048684275096633,0.1860602952757919,0.12186971015564087,-0.03586599344429171,0.0782216216901008
alpha116,0.590779049727543,-0.03390559708568846,-0.4141077224629052,0.4412275950936955,-0.3321972444699095,-0.22847089089567402,-0.42359995606926726,-0.004147639342085103,0.11212635679663897,0.6148545704521596,0.7917859752789426,-0.04303803804468338,-0.016695307168547387,0.4690256795114967,0.5167725798086569,0.5583575372613836,0.573890866141161,0.11212635679663897,0.11275262288122681,0.174067139684311,0.18901620219465087,0.2584666435695625,0.32898548826753327,0.37882362555293136,0.3986040075214324,0.6148545704521596,0.7917859752789426,-0.07810097605885125,-0.09214959669158997,-0.10186150773301823,0.43999648712646905,0.41810965918513904,0.3986280659581061,0.11588348200455464,0.22919966817021029,0.32036296688572485,0.24911135828946404,-0.19978421362517584,-0.2451473557562501,0.27005878443926984,0.32219113513180153,-0.27885126080042566,0.7746570702374324,0.0033456102793521184,-0.0206978339782913,1.0,0.06793946612230417,0.1228803704769508,0.12747590914505685,0.5309264767901787,0.5981165324424761,0.2926924092944065,0.24972893900479357,0.5762196892394499,0.4541957750155979,-0.4711727808449825,0.4455948090414696,-0.47197070390133555,0.33911647016499746,-0.33520588283606323,0.44090813577722887,-0.44820993786686375,0.3914605612173887,-0.4066748517846262,0.3756333157835593,0.05356235516420535,-0.12690979812987147,-0.2051284789303349,-0.009861929010061032,0.06047341110439787,0.35129254692481326,0.1515762667741023
alpha120,0.13858992228081474,0.14474047977350007,-0.11042054766141544,0.15952179043399523,-0.1464878880772402,-0.019908889995552917,-0.14383160984237423,-0.23481080019241096,0.43406411067782746,0.037801534225956245,0.1029234467563517,0.23861676560316344,0.036811945375362615,0.17863727853944328,0.17008131043678065,0.17424763197918117,0.16672932667593648,0.43406411067782746,0.23850129208930104,0.20271192438135208,0.2141082894567712,0.21228278486597765,0.1592581115226992,0.16061368836131906,0.15807204016221096,0.037801534225956245,0.1029234467563517,-0.13893976343771436,-0.13771843478267354,-0.1334004661885808,0.022146572118114514,0.009176039333131988,0.001251816818450248,0.5061799111500939,0.4306722554894137,0.36423117930106386,0.1043460989864628,-0.002482444137793194,-0.04196366085413169,0.042926712355212636,0.045249455020095586,-0.1741553860170023,0.11592660055906044,0.013801683809469877,-0.057311262037574716,0.06793946612230417,1.0,0.26052392948209263,0.1335631784118061,0.0751798349680144,-0.007439118703404749,0.106929914549492,-0.056683428323350556,0.06320755786647375,0.11896075597904018,-0.1764000116550077,0.07870127873039101,-0.11770762174588006,0.047072297504947826,-0.08434549192615025,0.04137603674635345,-0.15401007750475162,-0.04024885719790609,-0.026789379741852887,-0.08756921230855667,0.14174281202721087,0.10743964674467146,0.08453812516310089,-0.19631257936912033,-0.0972020140030753,0.07037159425157571,0.21544739042130545
alpha122,0.15806857285895887,0.33373096480571024,-0.1977161615589268,0.20385474699631323,-0.172400717752579,0.045335867058907395,-0.2292708198140858,-0.1608374905741648,0.2563775121543101,0.10215762461102455,0.1347865545872163,0.5098209662687779,0.03246951499390058,0.26621822636193415,0.20178525727645516,0.18314487109013974,0.17676448963873864,0.2563775121543101,0.11863723119172241,0.10710887537219042,0.11953300727305104,0.11004415514298761,0.32071744894333787,0.2559478980710772,0.23273186373538463,0.10215762461102455,0.1347865545872163,-0.03224211066261394,-0.037567377799510894,-0.04289324100694427,0.0002769837556392041,-0.011106214877373254,-0.021025648433169473,0.30524922488769246,0.28773740229526257,0.2681160782931174,0.06216746336521334,0.09894127001280507,0.0043205509405565955,-0.029896547458678802,0.15220832474810775,-0.09906326909448626,0.13056801508987176,0.06955958955083232,-0.07696415091632844,0.1228803704769508,0.26052392948209263,1.0,0.18941803377614344,0.10264653078953935,0.09526734620864313,0.089230211356634,0.22705148374074408,0.09515096032201659,0.12297395249402783,-0.1222195252078716,0.1071201052392307,-0.1087693272467096,0.05719459377744733,-0.05693685852404421,0.08370900235860267,-0.13059454287434324,0.046513612206790164,-0.09493139331092892,0.027849536160993418,0.02354424390235354,0.04490283944124906,0.016563534201889267,-0.4162734801862483,-0.3202574299851985,0.10704327491037147,-0.023459158413053675
alpha124,0.18460696073671387,-0.5317089604688691,-0.2350850538188564,0.40856931468283314,-0.14891585462794782,0.05767036636423509,-0.27958059336241153,-0.16568081943168997,0.07027808471979441,0.04934108493824452,0.12450334903836748,0.028123888896200808,0.08985901674160948,0.3602234154638426,0.2964556058910098,0.25293900407507075,0.22922918979057014,0.07027808471979441,0.12907859932638882,0.13197896359129688,0.09673726737158815,0.1317118179992522,0.3887879657576907,0.3325245916748333,0.298715866818453,0.04934108493824452,0.12450334903836748,-0.02851549634474017,-0.03351731662318953,-0.036937601722354343,0.04825962763409394,0.041610838011033456,0.04306544681417135,0.20044535049268752,0.2014920288078161,0.1735584690050137,0.06011826887997532,0.07697029724380024,0.06799331532796028,-0.04600982338443092,0.09184674422172356,-0.12498231677535271,0.15995297570371195,0.05316571110403451,-0.04155073599456253,0.12747590914505685,0.1335631784118061,0.18941803377614344,1.0,0.14801572801183704,0.05070080514268732,-0.021780390961310073,0.4739369369818039,0.06071849016234911,0.05998468632487973,-0.04260971869980224,0.002690330237195036,-0.0006172897595829724,-0.01764133846720725,0.004770815920522282,-0.0007350214902807292,0.003495730345660326,0.061140445790831284,-0.09012095292004628,0.06148968584161296,0.020360908720985303,-0.006975128277439606,-0.005014465214633693,0.17709929978034344,0.5271500457964765,0.15108451823433688,0.11240422464622234
alpha142,0.7470393981916954,-0.06294033585102868,-0.5772490149265715,0.5782255479887456,-0.5053660190221352,-0.06268736799621419,-0.5842265458552826,0.1349305434403894,0.21734251463142074,0.40477955960697515,0.5576310611577535,-0.12448165558324945,-0.09399431286628063,0.4334110902759108,0.5252603772310566,0.6055760730063406,0.6447413502516027,0.21734251463142074,0.20694961055409464,0.24430235229211014,0.2935447052234559,0.338827465011843,0.4193431739772341,0.4980328271120747,0.5472121457787323,0.40477955960697515,0.5576310611577535,0.047873741399285914,0.032319827791690244,0.019917649052339125,0.38900767997603447,0.3589501936461191,0.3240053818053286,0.19245018035936112,0.319774764915838,0.4093179844326771,0.34522173723462174,-0.03344070648808698,-0.08226838129162609,0.10556396542993046,0.07429807740430497,-0.20866301253603242,0.649055470023599,-0.23984685684776774,0.1375022467857449,0.5309264767901787,0.0751798349680144,0.10264653078953935,0.14801572801183704,1.0,0.7394921800770825,0.6625358751517232,0.2917269965846529,0.8498131562358532,0.42457792929918126,-0.43483132616202425,0.3129865785680135,-0.3700808267077866,0.29146762863608844,-0.31013485042336425,0.2953473055294523,-0.3383994644458663,0.31868514194943615,-0.35891514598399704,0.22420115801901863,-0.07137949230525734,-0.21822946766221243,-0.3024829451702834,0.004460972717322021,0.12349460482983962,0.41738382752733527,0.15084531259423523
